Publication Number,Chemical Name,Depositor Chemical Name,DTXSID,CASRN,Species,Strain,Study Number,MALE_RATS_TR_RESULT,FEMALE_RATS_TR_RESULT,MALE_MICE_TR_RESULT,FEMALE_MICE_TR_RESULT,MALE_HAMSTERS_TR_RESULT,FEMALE_HAMSTERS_TR_RESULT,MALE_FISH_TR_RESULT,FEMALE_FISH_TR_RESULT,MALE_RATS_ADRENAL_GLAND_CORTEX,FEMALE_RATS_ADRENAL_GLAND_CORTEX,FEMALE_MICE_ADRENAL_GLAND_CORTEX,MALE_RATS_ADRENAL_GLAND_MEDULLA,FEMALE_RATS_ADRENAL_GLAND_MEDULLA,MALE_MICE_ADRENAL_GLAND_MEDULLA,FEMALE_MICE_ADRENAL_GLAND_MEDULLA,MALE_RATS_ALL_ORGANS,FEMALE_RATS_ALL_ORGANS,MALE_MICE_ALL_ORGANS,FEMALE_MICE_ALL_ORGANS,MALE_RATS_BONE,MALE_RATS_BRAIN,FEMALE_RATS_BRAIN,MALE_MICE_BRAIN,FEMALE_MICE_BRAIN,FEMALE_RATS_CLITORAL_GLAND,MALE_RATS_EPIDIDYMIS,MALE_MICE_EPIDIDYMIS,MALE_RATS_EPIDIDYMIS_OR_TESTIS,MALE_RATS_ESOPHAGUS,FEMALE_RATS_ESOPHAGUS,MALE_MICE_ESOPHAGUS,FEMALE_MICE_ESOPHAGUS,MALE_RATS_FORESTOMACH,FEMALE_RATS_FORESTOMACH,MALE_MICE_FORESTOMACH,FEMALE_MICE_FORESTOMACH,MALE_RATS_GLANDULAR_STOMACH,FEMALE_RATS_GLANDULAR_STOMACH,MALE_MICE_GLANDULAR_STOMACH,MALE_MICE_HARDERIAN_GLAND,FEMALE_MICE_HARDERIAN_GLAND,MALE_RATS_HEART,FEMALE_RATS_HEART,MALE_MICE_HEART,FEMALE_MICE_HEART,MALE_RATS_HEMATOPOIETIC_SYSTEM,FEMALE_RATS_HEMATOPOIETIC_SYSTEM,MALE_MICE_HEMATOPOIETIC_SYSTEM,FEMALE_MICE_HEMATOPOIETIC_SYSTEM,MALE_RATS_INTESTINES_LARGE,FEMALE_RATS_INTESTINES_LARGE,MALE_MICE_INTESTINES_LARGE,FEMALE_MICE_INTESTINES_LARGE,MALE_RATS_INTESTINES_SMALL,FEMALE_RATS_INTESTINES_SMALL,MALE_MICE_INTESTINES_SMALL,FEMALE_MICE_INTESTINES_SMALL,MALE_RATS_KIDNEY,MALE_MICE_KIDNEY,FEMALE_RATS_KIDNEY_MESENCHYMAL_CELL,MALE_RATS_KIDNEY_TRANSITIONAL_CELL,FEMALE_RATS_KIDNEY_TRANSITIONAL_CELL,MALE_RATS_KIDNEY_TUBULAR_CELL,FEMALE_RATS_KIDNEY_TUBULAR_CELL,MALE_MICE_KIDNEY_TUBULAR_CELL,FEMALE_MICE_KIDNEY_TUBULAR_CELL,MALE_RATS_LIVER,FEMALE_RATS_LIVER,MALE_MICE_LIVER,FEMALE_MICE_LIVER,MALE_FISH_LIVER,FEMALE_FISH_LIVER,MALE_RATS_LUNG,FEMALE_RATS_LUNG,MALE_MICE_LUNG,FEMALE_MICE_LUNG,MALE_RATS_MAMMARY_GLAND,FEMALE_RATS_MAMMARY_GLAND,FEMALE_MICE_MAMMARY_GLAND,MALE_RATS_MESOTHELIUM_ABDOMINAL_CAVITYTUNICA_VAGINALIS,FEMALE_RATS_MESOTHELIUM_ABDOMINAL_CAVITYTUNICA_VAGINALIS,MALE_MICE_MESOTHELIUM_ABDOMINAL_CAVITYTUNICA_VAGINALIS,FEMALE_MICE_MESOTHELIUM_ABDOMINAL_CAVITYTUNICA_VAGINALIS,MALE_RATS_NASAL_CAVITY,FEMALE_RATS_NASAL_CAVITY,MALE_MICE_NASAL_CAVITY,FEMALE_MICE_NASAL_CAVITY,MALE_RATS_ORAL_CAVITY,FEMALE_RATS_ORAL_CAVITY,MALE_MICE_ORAL_CAVITY,FEMALE_MICE_ORAL_CAVITY,FEMALE_MICE_OVARY,MALE_RATS_PANCREAS_ACINAR_CELL,FEMALE_RATS_PANCREAS_ACINAR_CELL,MALE_RATS_PANCREAS_ISLET_CELL,FEMALE_RATS_PANCREAS_ISLET_CELL,MALE_MICE_PANCREAS_ISLET_CELL,FEMALE_MICE_PANCREAS_ISLET_CELL,MALE_RATS_PARATHYROID_GLAND,MALE_RATS_PITUITARY_GLAND,FEMALE_RATS_PITUITARY_GLAND,MALE_MICE_PITUITARY_GLAND,FEMALE_MICE_PITUITARY_GLAND,MALE_RATS_PREPUTIAL_GLAND,MALE_MICE_PREPUTIAL_GLAND,MALE_RATS_PROSTATE_GLAND,MALE_RATS_SEMINAL_VESICLE,MALE_MICE_SEMINAL_VESICLE,MALE_RATS_SKIN,FEMALE_RATS_SKIN,MALE_MICE_SKIN,FEMALE_MICE_SKIN,MALE_RATS_SPLEEN,FEMALE_RATS_SPLEEN,MALE_MICE_SPLEEN,FEMALE_MICE_SPLEEN,MALE_RATS_SUBCUTANEOUS_TISSUE,FEMALE_RATS_SUBCUTANEOUS_TISSUE,MALE_MICE_SUBCUTANEOUS_TISSUE,FEMALE_MICE_SUBCUTANEOUS_TISSUE,MALE_RATS_TESTIS,MALE_RATS_THORACIC_CAVITY,MALE_RATS_THYMUS,MALE_RATS_THYROID_GLAND,FEMALE_RATS_THYROID_GLAND,MALE_RATS_THYROID_GLAND_CCELL,FEMALE_RATS_THYROID_GLAND_CCELL,FEMALE_MICE_THYROID_GLAND_CCELL,MALE_RATS_THYROID_GLAND_FOLLICULAR_CELL,FEMALE_RATS_THYROID_GLAND_FOLLICULAR_CELL,MALE_MICE_THYROID_GLAND_FOLLICULAR_CELL,FEMALE_MICE_THYROID_GLAND_FOLLICULAR_CELL,MALE_RATS_URETER,FEMALE_RATS_URETER,MALE_MICE_URETER,FEMALE_MICE_URETER,MALE_RATS_URINARY_BLADDER,FEMALE_RATS_URINARY_BLADDER,MALE_MICE_URINARY_BLADDER,FEMALE_MICE_URINARY_BLADDER,MALE_MICE_URINARY_SYSTEM,FEMALE_MICE_URINARY_SYSTEM,FEMALE_RATS_UTERUS,FEMALE_MICE_UTERUS,FEMALE_RATS_UTERUSCERVIX,FEMALE_MICE_UTERUSCERVIX,FEMALE_MICE_VAGINA,MALE_MICE_VASCULAR_SYSTEM_HEART,FEMALE_MICE_VASCULAR_SYSTEM_HEART,FEMALE_RATS_VASCULAR_SYSTEM_LIVER,MALE_MICE_VASCULAR_SYSTEM_LIVER,FEMALE_MICE_VASCULAR_SYSTEM_LIVER,MALE_MICE_VASCULAR_SYSTEM_NASAL_CAVITY,FEMALE_MICE_VASCULAR_SYSTEM_NASAL_CAVITY,MALE_RATS_VASCULAR_SYSTEM_SPLEEN,MALE_MICE_VASCULAR_SYSTEM_SPLEEN,FEMALE_MICE_VASCULAR_SYSTEM_SPLEEN,MALE_RATS_VASCULAR_SYSTEM_UNSPECIFIED,FEMALE_RATS_VASCULAR_SYSTEM_UNSPECIFIED,MALE_MICE_VASCULAR_SYSTEM_UNSPECIFIED,FEMALE_MICE_VASCULAR_SYSTEM_UNSPECIFIED,MALE_RATS_ZYMBAL_GLAND,FEMALE_RATS_ZYMBAL_GLAND,MALE_MICE_ZYMBAL_GLAND,FEMALE_MICE_ZYMBAL_GLAND
TR-339,2-Amino-4-nitrophenol,2-Amino-4-nitrophenol,DTXSID6020062,99-57-0,Mice,B6C3F1,C55958,,,No Evidence,No Evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-339,2-Amino-4-nitrophenol,2-Amino-4-nitrophenol,DTXSID6020062,99-57-0,Rats,F344/N,C55958,Some Evidence,No Evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neoplastic Lesions~ADENOMA 0/50 1/48 3/50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-127,5-Nitro-o-anisidine,5-Nitro-o-anisidine,DTXSID0020943,99-59-2,Mice,B6C3F1,C01934,,,Equivocal,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neoplastic Lesions~(CARCINOMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-127,5-Nitro-o-anisidine,5-Nitro-o-anisidine,DTXSID0020943,99-59-2,Mice,B6C3F1,C01934,,,Equivocal,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neoplastic Lesions~(CARCINOMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-127,5-Nitro-o-anisidine,5-Nitro-o-anisidine,DTXSID0020943,99-59-2,Rats,F344/N,C01934,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,"Neoplastic Lesions~(ADENOMA, CARCINOMA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-127,5-Nitro-o-anisidine,5-Nitro-o-anisidine,DTXSID0020943,99-59-2,Rats,F344/N,C01934,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neoplastic Lesions~(TRICHOEPITHELIOMA, SEBACEOUS ADENOMA, BASAL CELL CARCINOMA, SQUAMOUS CELL CARCINOMA, ADENOCARCINOMA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-127,5-Nitro-o-anisidine,5-Nitro-o-anisidine,DTXSID0020943,99-59-2,Rats,F344/N,C01934,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neoplastic Lesions~(CARCINOMA),,,
TR-127,5-Nitro-o-anisidine,5-Nitro-o-anisidine,DTXSID0020943,99-59-2,Rats,F344/N,C01934,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neoplastic Lesions~(CARCINOMA),,
TR-579,"N,N-Dimethyl-p-toluidine","N,N-Dimethyl-p-toluidine",DTXSID0021832,99-97-8,Mice,B6C3F1/N,C20107,,,Clear Evidence,Clear Evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neoplastic Lesions~squamous cell papilloma 1/50, 5/50, 6/50, 7/50; squamous cell papilloma or carcinoma 1/50, 6/50, 6/50, 7/50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-579,"N,N-Dimethyl-p-toluidine","N,N-Dimethyl-p-toluidine",DTXSID0021832,99-97-8,Mice,B6C3F1/N,C20107,,,Clear Evidence,Clear Evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neoplastic Lesions~hepatocellular adenoma, multiple 17/50, 19/50, 27/50, 26/50; hepatocellular carcinoma 22/50, 25/50, 30/50, 36/50; hepatoblastoma 1/50, 5/50, 10/50, 8/50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-579,"N,N-Dimethyl-p-toluidine","N,N-Dimethyl-p-toluidine",DTXSID0021832,99-97-8,Mice,B6C3F1/N,C20107,,,Clear Evidence,Clear Evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neoplastic Lesions~hepatocellular adenoma 17/50, 19/50, 37/50, 44/50; hepatocellular carcinoma 6/50, 13/50, 18/50, 31/50; hepatoblastoma 0/50, 1/50, 0/50, 4/50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-579,"N,N-Dimethyl-p-toluidine","N,N-Dimethyl-p-toluidine",DTXSID0021832,99-97-8,Mice,B6C3F1/N,C20107,,,Clear Evidence,Clear Evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neoplastic Lesions~alveolar/bronchiolar adenoma 2/50, 4/50, 8/50, 12/50; alveolar/bronchiolar adenoma or carcinoma 2/50, 5/50, 9/50, 13/50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-579,"N,N-Dimethyl-p-toluidine","N,N-Dimethyl-p-toluidine",DTXSID0021832,99-97-8,Rats,F344/N,C20107,Clear Evidence,Clear Evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"May Have Been Related~adenoma or carcinoma 1/50, 2/49, 2/50, 4/49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-579,"N,N-Dimethyl-p-toluidine","N,N-Dimethyl-p-toluidine",DTXSID0021832,99-97-8,Rats,F344/N,C20107,Clear Evidence,Clear Evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neoplastic Lesions~hepatocellular carcinoma 0/50, 0/50, 1/50, 6/50; hepatocellular adenoma or carcinoma 0/50, 0/50, 2/50, 6/50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-579,"N,N-Dimethyl-p-toluidine","N,N-Dimethyl-p-toluidine",DTXSID0021832,99-97-8,Rats,F344/N,C20107,Clear Evidence,Clear Evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neoplastic Lesions~hepatocellular carcinoma 0/50, 0/50, 0/50, 4/49; hepatocellular adenoma or carcinoma 0/50, 1/50, 1/50, 7/49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-579,"N,N-Dimethyl-p-toluidine","N,N-Dimethyl-p-toluidine",DTXSID0021832,99-97-8,Rats,F344/N,C20107,Clear Evidence,Clear Evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neoplastic Lesions~transitional epithelium, adenoma 0/50, 3/49, 2/50, 11/49; transitional epithelium, adenoma or carcinoma 0/50, 3/49, 2/50, 13/49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-579,"N,N-Dimethyl-p-toluidine","N,N-Dimethyl-p-toluidine",DTXSID0021832,99-97-8,Rats,F344/N,C20107,Clear Evidence,Clear Evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neoplastic Lesions~transitional epithelium, adenoma 0/50, 1/49, 0/50, 2/49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-158,2-Chloroethyltrimethylammonium chloride,2-Chloroethyltrimethylammonium chloride,DTXSID6020303,999-81-5,Mice,B6C3F1,C02960,,,Negative,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-158,2-Chloroethyltrimethylammonium chloride,2-Chloroethyltrimethylammonium chloride,DTXSID6020303,999-81-5,Rats,F344/N,C02960,Negative,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-498,p-Nitrotoluene,p-Nitrotoluene,DTXSID5023792,99-99-0,Mice,B6C3F1,C62537D,,,Equivocal Evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neoplastic Lesions~ALVEOLAR/BRONCHIOLAR ADEMONA OR CARCINOMA 8/50 14/50 12/50 19/50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-498,p-Nitrotoluene,p-Nitrotoluene,DTXSID5023792,99-99-0,Rats,F344/N,C62537D,Equivocal Evidence,Some Evidence,,,,,,,,,,,,,,,,,,,,,,,Neoplastic Lesions~ADENOMA OR CARCINOMA 8/50 12/50 20/50 8/49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-498,p-Nitrotoluene,p-Nitrotoluene,DTXSID5023792,99-99-0,Rats,F344/N,C62537D,Equivocal Evidence,Some Evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neoplastic Lesions~(SUBCUTANEOUS): FIBROMA 1/50 2/50 7/50 1/50 FIBROMA OR FIBROSARCOMA 1/50 2/50 9/50 1/50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-577,Aloe vera whole leaf extract (native),Aloe vera whole leaf extract (native),DTXSID7030694,ALOEVLEAFEXT,Rats,F344 (NCTR),C20116B,Clear Evidence,Clear Evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neoplastic Lesions~Proximal colon adenoma 0/44 0/44 7/46 10/41; proximal colon carcinoma 0/44 0/44 4/46 4/41; cecum adenoma 0/46 0/45 8/48 8/48; cecum carcinoma 0/46 0/45 1/48 2/48; ascending colon adenoma 0/47 0/47 19/48 8/46; ascending colon carcinoma 0/47 0/47 4/48 8/46; transverse colon adenoma 0/47 0/47 6/47 3/47; transverse colon carcinoma 0/47 0/47 1/47 1/47; adenoma 0/47, 0/48 26/48 23/48; carcinoma 0/47 0/48 10/48 14/48; all sections, adenoma and carcinoma combined 0/47 0/48 28/48 31/48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-577,Aloe vera whole leaf extract (native),Aloe vera whole leaf extract (native),DTXSID7030694,ALOEVLEAFEXT,Rats,F344 (NCTR),C20116B,Clear Evidence,Clear Evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neoplastic Lesions~Proximal colon adenoma 0/43 0/45 4/42 5/39; proximal colon carcinoma 0/43 0/45 2/42 4/39; cecum adenoma 0/47 0/48 1/47 6/48; ascending colon adenoma 0/47 0/48 1/46 5/46; all sections, adenoma 0/48, 0/48 6/48 13/48; carcinoma 0/48 0/48 3/48 4/48; adenoma and carcinoma combined 0/48 0/48 8/48 15/48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-596,Cell Phone Radiation: CDMA,Cell Phone Radiation: CDMA,,CELLPRADCDMA,Mice,B6C3F1/N,C20105B,,,Equivocal Evidence,Equivocal Evidence,,,,,,,,,,,,,,,"May Have Been Related~malignant lymphoma (2/90, 9/89, 6/90, 7/90)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-596,Cell Phone Radiation: CDMA,Cell Phone Radiation: CDMA,,CELLPRADCDMA,Mice,B6C3F1/N,C20105B,,,Equivocal Evidence,Equivocal Evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"May Have Been Related~hepatoblastoma (6/90, 6/89, 16/90, 7/90)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-595,Cell Phone Radiation: CDMA,Cell Phone Radiation: CDMA,,CELLPRADCDMA,Rats,Hsd:Sprague Dawley SD,C20105B,Clear Evidence,Equivocal Evidence,,,,,,,,,,,"May Have Been Related~benign, malignant, or complex pheochromocytoma (1/86, 9/89, 5/87, 4/88)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-595,Cell Phone Radiation: CDMA,Cell Phone Radiation: CDMA,,CELLPRADCDMA,Rats,Hsd:Sprague Dawley SD,C20105B,Clear Evidence,Equivocal Evidence,,,,,,,,,,,,,,,,,,,,"May Have Been Related~glioma malignant (0/90, 3/90, 0/90, 0/90)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-595,Cell Phone Radiation: CDMA,Cell Phone Radiation: CDMA,,CELLPRADCDMA,Rats,Hsd:Sprague Dawley SD,C20105B,Clear Evidence,Equivocal Evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"May Have Been Related~schwannoma malignant (0/90, 2/90, 0/90, 2/90)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-595,Cell Phone Radiation: CDMA,Cell Phone Radiation: CDMA,,CELLPRADCDMA,Rats,Hsd:Sprague Dawley SD,C20105B,Clear Evidence,Equivocal Evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"May Have Been Related~hepatocellular adenoma or carcinoma (combined) (0/90, 2/90, 4/89, 1/88)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-595,Cell Phone Radiation: CDMA,Cell Phone Radiation: CDMA,,CELLPRADCDMA,Rats,Hsd:Sprague Dawley SD,C20105B,Clear Evidence,Equivocal Evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"May Have Been Related~pars distalis, adenoma (17/89, 25/90, 34/90, 13/90)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-595,Cell Phone Radiation: CDMA,Cell Phone Radiation: CDMA,,CELLPRADCDMA,Rats,Hsd:Sprague Dawley SD,C20105B,Clear Evidence,Equivocal Evidence,,,,,,,,,,,,,,,,,,,"Neoplastic Lesions~glioma malignant (0/90, 0/90, 0/90, 3/90)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR-595,Cell Phone Radiation: CDMA,Cell Phone Radiation: CDMA,,CELLPRADCDMA,Rats,Hsd:Sprague Dawley SD,C20105B,Clear Evidence,Equivocal Evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neoplastic Lesions~schwannoma malignant (0/90, 2/90, 3/90, 6/90)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
